Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
10,05-10-2012,1582783.4,0,54.88,3.68,220.741203,6.535
10,12-10-2012,1651997.14,0,67.89,3.842,224.019445,8.717
10,19-10-2012,1743199.91,0,66.92,3.554,221.333013,6.378
10,26-10-2012,1685607.28,0,60.36,3.74,235.166224,7.742
11,05-02-2010,1116195.8,0,35.72,2.405,134.185412,9.22
11,12-02-2010,1393040.2,1,39.77,2.555,133.393191,8.219
11,19-02-2010,1043660.19,0,34.94,2.529,129.003252,8.97
11,26-02-2010,1183252.18,0,25.92,2.545,125.483639,9.204
11,05-03-2010,1147362.02,0,47.89,2.414,129.90504,10.375
11,12-03-2010,1192741.34,0,45.83,2.57,129.352255,11.225
11,19-03-2010,1237683.89,0,54.57,2.642,123.603713,9.316
11,26-03-2010,1211397.98,0,53.21,2.848,128.474369,9.908
11,02-04-2010,1273446.72,0,57.65,2.814,124.855471,10.51
11,09-04-2010,1264230.57,0,64.91,2.585,136.751312,9.562
11,16-04-2010,1157693.71,0,52.32,2.368,130.786213,10.102
11,23-04-2010,1201211.71,0,59.19,2.778,131.104875,12.11
11,30-04-2010,1271652.32,0,56.82,2.568,129.350959,9.723
11,07-05-2010,1059842.11,0,75.53,2.187,135.299664,8.583
11,14-05-2010,1166438.1,0,64.57,2.906,130.273956,10.621
11,21-05-2010,1302215.11,0,53.97,2.534,143.911806,8.371
11,28-05-2010,1305333.83,0,67.89,2.625,137.536269,10.007
11,04-06-2010,1203649.65,0,83.72,2.761,134.742009,8.937
11,11-06-2010,1248213.36,0,72.63,2.515,136.205012,10.236
11,18-06-2010,1220173.1,0,78.47,2.616,140.201778,8.61
11,25-06-2010,1350858.59,0,85.63,2.733,130.38257,9.851
11,02-07-2010,1255350.49,0,82.21,2.622,145.422874,10.234
11,09-07-2010,1275070.93,0,71.69,2.814,139.356916,10.959
11,16-07-2010,1283230.95,0,77.82,2.864,139.439334,10.295
11,23-07-2010,1281312.51,0,73.09,2.53,138.329195,10.157
11,30-07-2010,1247807.89,0,82.25,3.105,149.250032,10.638
11,06-08-2010,1253489.13,0,81.0,2.359,140.786916,8.974
11,13-08-2010,1085789.14,0,73.06,2.429,144.6895,10.252
11,20-08-2010,1303042.37,0,82.49,2.59,135.920094,7.656
11,27-08-2010,1130591.03,0,74.67,2.719,141.208899,9.731
11,03-09-2010,1206366.04,0,72.06,2.923,141.077862,9.789
11,10-09-2010,1643599.86,1,77.27,2.618,146.767519,9.631
11,17-09-2010,1204130.47,0,75.51,2.811,157.540429,7.798
11,24-09-2010,1215446.85,0,66.55,2.868,140.991064,9.654
11,01-10-2010,1178886.29,0,55.6,2.568,147.450844,10.371
11,08-10-2010,1223248.13,0,63.77,3.043,151.794302,8.707
11,15-10-2010,1259432.5,0,56.73,2.726,143.575361,10.171
11,22-10-2010,1197729.56,0,61.09,2.655,154.053864,8.462
11,29-10-2010,1215863.45,0,65.27,2.937,152.463276,7.435
11,05-11-2010,1868219.44,0,43.48,2.81,150.555625,10.446
11,12-11-2010,1466397.44,0,54.73,3.076,161.613686,9.918
11,19-11-2010,1588339.84,0,47.99,2.865,154.940815,7.814
11,26-11-2010,2015706.79,1,53.14,2.805,154.072367,11.217
11,03-12-2010,1623550.26,0,38.22,3.114,156.267233,11.306
11,10-12-2010,1520438.87,0,35.03,2.798,153.212697,10.807
11,17-12-2010,1637697.33,0,33.9,2.989,158.969286,8.911
11,24-12-2010,1717657.52,0,33.28,2.688,159.420991,11.202
11,31-12-2010,1869173.87,1,43.53,2.822,156.703945,11.2
11,07-01-2011,991141.6,0,29.65,2.435,159.826394,10.297
11,14-01-2011,1028924.08,0,40.48,2.763,168.345097,8.007
11,21-01-2011,1010543.46,0,33.39,2.897,160.76197,9.667
11,28-01-2011,1372890.3,0,32.54,2.77,152.262894,7.905
11,04-02-2011,1292311.02,0,43.21,2.988,164.334281,9.313
11,11-02-2011,1298923.67,1,24.71,2.915,167.245358,7.82
11,18-02-2011,1118539.74,0,41.52,2.783,159.785114,9.178
11,25-02-2011,1084534.11,0,52.76,3.079,160.140112,9.982
11,04-03-2011,1209682.59,0,56.25,3.091,150.445131,7.821
11,11-03-2011,1301777.46,0,48.91,2.825,162.692192,6.898
11,18-03-2011,1227017.23,0,61.26,3.107,177.511526,9.666
11,25-03-2011,1308549.22,0,59.84,3.052,166.322605,9.795
11,01-04-2011,1339926.86,0,55.12,2.895,168.652322,9.573
11,08-04-2011,1292590.69,0,49.45,3.299,165.451518,8.455
11,15-04-2011,1169240.4,0,74.19,3.057,165.101768,9.563
11,22-04-2011,1291211.86,0,56.87,3.155,165.929484,8.185
11,29-04-2011,1089402.58,0,50.06,3.308,178.962388,8.723
11,06-05-2011,1356954.9,0,67.04,3.009,171.737099,8.511
11,13-05-2011,1220701.64,0,74.86,3.076,175.716255,9.647
11,20-05-2011,1264955.98,0,62.18,2.859,173.59705,8.423
11,27-05-2011,1243439.59,0,67.9,3.458,166.901316,6.583
11,03-06-2011,1302541.97,0,78.44,3.094,176.133523,8.062
11,10-06-2011,1202480.69,0,74.66,3.152,178.803367,10.725
11,17-06-2011,1349583.4,0,69.66,3.078,178.733327,7.396
11,24-06-2011,1233862.45,0,75.38,3.236,178.107962,9.058
11,01-07-2011,1335650.44,0,78.46,3.174,171.22295,6.868
11,08-07-2011,1293223.52,0,80.76,2.916,173.106923,9.257
11,15-07-2011,1351113.06,0,87.96,3.197,171.158596,8.553
11,22-07-2011,1426745.48,0,84.22,3.049,172.879845,8.802
11,29-07-2011,1295114.15,0,86.87,3.27,182.319904,6.771
11,05-08-2011,1236287.47,0,85.81,3.221,181.455985,8.693
11,12-08-2011,1263816.43,0,68.21,3.336,180.692091,9.05
11,19-08-2011,1073732.06,0,89.97,2.998,194.650761,10.441
11,26-08-2011,1145435.05,0,84.9,3.027,179.446326,7.684
11,02-09-2011,1274757.47,0,73.95,3.008,185.542414,8.076
11,09-09-2011,1544585.01,1,69.4,3.446,182.040552,6.423
11,16-09-2011,1302147.09,0,66.43,3.237,183.881326,9.999
11,23-09-2011,1230806.31,0,65.13,3.143,179.296679,8.008
11,30-09-2011,1372365.77,0,79.49,3.528,188.536111,8.339
11,07-10-2011,1171376.17,0,61.62,3.211,190.732298,7.053
11,14-10-2011,1248188.93,0,50.56,3.289,190.917221,6.532
11,21-10-2011,1147265.49,0,52.22,3.22,181.250339,9.511
11,28-10-2011,1276810.39,0,63.59,3.017,195.402953,8.761
11,04-11-2011,1546888.61,0,45.2,3.2,186.109204,8.812
11,11-11-2011,1703681.6,0,49.26,3.25,195.750918,8.028
11,18-11-2011,1645600.94,0,42.17,3.344,185.603006,8.551
11,25-11-2011,1940494.62,1,44.67,3.141,195.440865,8.563
11,02-12-2011,1729072.7,0,53.03,3.229,201.909309,7.744
11,09-12-2011,1656432.73,0,32.97,3.216,196.100564,7.989
11,16-12-2011,1818481.54,0,35.41,3.349,189.195303,9.253
11,23-12-2011,1684151.04,0,39.21,3.248,189.451491,6.199
11,30-12-2011,1769580.44,1,36.46,3.255,201.626189,7.333
11,06-01-2012,1229644.81,0,39.26,3.435,204.418189,8.234
11,13-01-2012,1218350.36,0,33.58,2.929,198.580763,7.147
11,20-01-2012,1151782.21,0,42.07,3.291,195.770292,6.531
11,27-01-2012,1092196.97,0,35.45,3.435,199.554215,8.628
11,03-02-2012,1142396.28,0,44.98,3.313,202.27527,8.746
11,10-02-2012,1311577.06,1,46.67,3.166,196.090547,8.69
11,17-02-2012,1090626.82,0,40.47,3.451,206.199208,7.631
11,24-02-2012,1210991.93,0,32.8,3.4,201.634372,9.39
11,02-03-2012,1208175.57,0,46.92,3.595,210.549922,8.209
11,09-03-2012,1233550.12,0,45.16,3.138,197.584935,7.815
11,16-03-2012,1239193.17,0,51.74,3.394,199.29279,8.034
11,23-03-2012,1434957.58,0,46.1,3.452,207.857006,7.1
11,30-03-2012,1345667.39,0,38.53,3.379,202.765574,7.802
11,06-04-2012,1110041.78,0,66.12,3.51,210.635136,9.242
11,13-04-2012,1199943.71,0,43.03,3.629,204.288366,6.475
11,20-04-2012,1296097.43,0,72.78,3.449,211.175162,6.6
11,27-04-2012,1131843.98,0,63.48,3.555,204.790367,9.273
11,04-05-2012,1126553.44,0,60.62,3.4,206.036197,9.011
11,11-05-2012,1258846.62,0,66.84,3.3,213.95065,6.388
11,18-05-2012,1162915.06,0,65.6,3.523,205.61607,8.211
11,25-05-2012,1235411.33,0,74.32,3.583,218.873481,7.04
11,01-06-2012,1385864.61,0,64.78,3.482,211.849915,6.336
11,08-06-2012,1300701.5,0,70.57,3.703,215.50743,8.147
11,15-06-2012,1332019.62,0,91.84,3.322,215.996138,9.084
11,22-06-2012,1247430.95,0,72.12,3.712,219.081813,8.453
11,29-06-2012,1348469.17,0,75.95,3.684,214.450031,7.823
11,06-07-2012,1402891.4,0,96.84,3.597,208.872839,7.028
11,13-07-2012,1342532.1,0,87.23,3.615,209.205519,8.716
11,20-07-2012,1342875.32,0,82.52,3.657,213.703078,7.538
11,27-07-2012,1392551.91,0,85.18,3.565,216.036969,8.199
11,03-08-2012,1430255.52,0,71.6,3.575,211.006788,8.865
11,10-08-2012,1217243.41,0,71.34,3.695,226.329947,7.915
11,17-08-2012,1275257.0,0,82.45,3.82,213.936696,7.119
11,24-08-2012,1227794.34,0,72.99,3.567,224.545598,7.776
11,31-08-2012,1307955.01,0,80.88,3.703,215.703342,6.879
11,07-09-2012,1736548.11,1,71.17,3.576,236.194451,8.075
11,14-09-2012,1291867.38,0,70.6,3.574,220.450892,7.44
11,21-09-2012,1125393.47,0,62.58,3.554,222.839893,6.887
11,28-09-2012,1370062.09,0,63.11,3.545,230.103955,7.236
11,05-10-2012,1327270.09,0,72.31,3.562,222.706226,6.811
11,12-10-2012,1121090.29,0,58.14,3.807,226.605046,7.682
11,19-10-2012,1236318.22,0,56.06,3.874,222.114813,7.336
11,26-10-2012,1275877.97,0,68.77,3.837,218.824406,5.833
12,05-02-2010,1750952.12,0,49.14,2.234,134.143138,10.185
12,12-02-2010,2331646.65,1,29.74,2.457,132.410338,11.136
12,19-02-2010,1578829.81,0,32.08,2.339,130.677942,11.814
12,26-02-2010,1741505.66,0,36.21,2.627,124.547219,7.822
12,05-03-2010,1738762.12,0,48.38,2.492,123.004186,8.1
12,12-03-2010,1729654.12,0,53.39,2.73,135.43507,9.079
12,19-03-2010,1661802.88,0,50.98,2.646,132.196652,7.86
12,26-03-2010,1693003.51,0,47.82,2.632,134.731642,9.997
12,02-04-2010,1821588.91,0,58.51,2.67,133.158734,9.898
12,09-04-2010,1758064.04,0,58.49,2.648,133.631083,10.192
12,16-04-2010,1930851.21,0,59.59,2.487,137.411041,8.424
12,23-04-2010,1672205.12,0,60.02,2.67,127.467052,9.386
12,30-04-2010,1723560.4,0,55.08,2.742,137.924136,9.729
12,07-05-2010,1730523.02,0,59.9,2.822,138.051479,9.021
12,14-05-2010,1866367.33,0,67.58,2.574,137.966267,8.965
12,21-05-2010,1753211.34,0,68.73,2.551,139.834937,11.554
12,28-05-2010,1709852.14,0,58.01,2.334,136.43647,9.001
12,04-06-2010,1894939.58,0,82.77,2.899,134.660353,11.035
12,11-06-2010,1869248.71,0,79.67,2.524,138.810173,8.256
12,18-06-2010,1881487.52,0,84.31,2.52,135.46834,9.524
12,25-06-2010,1893424.98,0,81.4,2.571,129.203787,9.209
12,02-07-2010,1897589.78,0,88.91,2.759,142.198699,9.271
12,09-07-2010,2004312.91,0,81.59,2.645,139.873268,10.069
12,16-07-2010,1965981.95,0,72.73,2.945,139.803288,9.827
12,23-07-2010,1941476.29,0,81.3,2.734,137.900115,9.657
12,30-07-2010,1746984.65,0,76.13,2.891,145.472142,8.682
12,06-08-2010,1889157.7,0,75.57,2.426,147.665863,11.101
12,13-08-2010,1856043.46,0,68.68,2.723,143.508229,9.812
12,20-08-2010,1706326.98,0,78.0,2.522,146.689273,8.03
12,27-08-2010,1844216.85,0,75.5,2.272,150.248511,9.886
12,03-09-2010,1942635.6,0,59.46,2.654,147.636986,9.942
12,10-09-2010,2206607.87,1,60.87,2.648,150.250207,7.536
12,17-09-2010,1867164.11,0,73.7,2.73,140.201635,7.774
12,24-09-2010,1756982.81,0,65.25,2.727,153.607834,9.035
12,01-10-2010,1767999.16,0,58.2,2.937,156.243073,9.709
12,08-10-2010,1815260.27,0,61.38,3.008,152.856788,10.788
12,15-10-2010,1756383.73,0,51.99,2.702,148.360841,10.849
12,22-10-2010,1880460.48,0,56.18,2.932,151.22622,10.858
12,29-10-2010,1766581.84,0,50.77,2.791,150.907655,7.86
12,05-11-2010,2372893.21,0,53.84,2.736,153.149134,9.052
12,12-11-2010,2236640.88,0,55.76,2.911,158.149942,8.381
12,19-11-2010,2299879.56,0,48.9,2.997,154.037319,10.31
12,26-11-2010,2652119.14,1,32.87,2.875,154.300997,8.142
12,03-12-2010,1936894.1,0,33.59,2.832,159.399319,9.287
12,10-12-2010,2595430.47,0,38.28,2.973,154.586656,10.149
12,17-12-2010,2212692.72,0,36.56,2.951,151.569648,9.027
12,24-12-2010,2552665.56,0,42.64,2.885,159.251278,9.331
12,31-12-2010,2574297.2,1,21.06,2.852,158.616806,8.795
12,07-01-2011,1666930.33,0,34.57,2.853,150.843769,8.303
12,14-01-2011,1567246.89,0,38.07,2.943,156.774633,10.223
12,21-01-2011,1588423.34,0,37.4,2.801,163.246815,8.584
12,28-01-2011,1900029.72,0,31.54,2.99,155.702518,8.001
12,04-02-2011,1738304.44,0,28.41,3.16,172.636211,10.452
12,11-02-2011,2259664.43,1,34.75,3.051,162.922096,8.208
12,18-02-2011,1445622.27,0,50.21,3.252,163.106681,8.29
12,25-02-2011,1724926.38,0,42.46,3.045,154.303782,8.389
12,04-03-2011,1708464.05,0,46.15,2.953,170.492599,9.12
12,11-03-2011,1964007.18,0,43.8,2.766,173.136353,9.238
12,18-03-2011,1733483.56,0,50.63,3.112,167.155395,8.054
12,25-03-2011,1766307.97,0,49.74,3.025,173.320042,8.486
12,01-04-2011,1710978.78,0,73.46,3.03,172.129356,9.263
12,08-04-2011,1834503.45,0,56.63,2.591,163.341236,9.049
12,15-04-2011,1524386.31,0,58.43,3.119,173.523036,9.297
12,22-04-2011,1918092.85,0,67.63,3.193,171.040101,8.544
12,29-04-2011,1828415.98,0,56.35,3.205,173.615746,8.276
12,06-05-2011,1958261.03,0,66.25,2.904,171.400833,7.812
12,13-05-2011,1917324.52,0,62.93,3.037,176.852384,7.903
12,20-05-2011,1861721.16,0,62.16,3.099,175.689381,8.552
12,27-05-2011,1821882.13,0,70.66,3.029,178.000216,9.945
12,03-06-2011,1873537.85,0,77.39,3.18,179.591737,9.491
12,10-06-2011,1895946.46,0,82.21,3.029,175.314186,9.971
12,17-06-2011,1952496.31,0,71.09,3.262,173.762694,9.768
12,24-06-2011,1848171.82,0,82.84,3.07,172.67827,7.836
12,01-07-2011,1942535.37,0,81.6,2.856,179.007441,8.379
12,08-07-2011,2077681.55,0,86.34,3.1,179.020286,8.932
12,15-07-2011,1846502.49,0,72.82,3.36,185.518104,5.939
12,22-07-2011,1914906.93,0,80.45,3.329,174.451887,9.332
12,29-07-2011,1765649.39,0,71.77,3.304,170.631469,8.632
12,05-08-2011,1918433.65,0,71.29,3.016,186.61135,8.897
12,12-08-2011,1758179.84,0,87.21,3.344,182.590019,7.442
12,19-08-2011,1780508.02,0,81.72,3.143,186.638842,6.792
12,26-08-2011,1665485.39,0,81.09,3.106,179.508114,6.533
12,02-09-2011,1827871.56,0,71.68,3.286,183.687188,8.147
12,09-09-2011,2301514.63,1,61.97,3.071,177.978672,9.041
12,16-09-2011,1819857.5,0,71.92,3.039,183.242791,7.474
12,23-09-2011,1868383.3,0,66.05,3.413,177.062657,7.41
12,30-09-2011,2007240.95,0,69.39,3.024,187.235218,7.72
12,07-10-2011,1739086.16,0,53.42,3.645,185.581401,6.249
12,14-10-2011,1988691.88,0,63.67,3.123,182.872866,8.827
12,21-10-2011,1803124.16,0,48.44,3.515,186.06781,9.628
12,28-10-2011,1966744.57,0,53.99,3.41,185.67985,6.245
12,04-11-2011,2329866.98,0,50.39,3.194,188.101122,9.234
12,11-11-2011,2468754.05,0,49.19,2.894,192.477429,8.462
12,18-11-2011,2504926.95,0,50.02,3.045,193.070417,10.002
12,25-11-2011,2310506.84,1,46.3,3.225,188.032136,7.642
12,02-12-2011,2339207.33,0,44.18,3.556,194.90709,8.898
12,09-12-2011,2743052.73,0,28.06,3.585,198.626937,8.475
12,16-12-2011,2231611.33,0,29.98,3.264,196.074153,6.861
12,23-12-2011,2295422.68,0,29.88,3.104,196.231916,7.364
12,30-12-2011,2283878.34,1,35.56,3.345,187.15702,6.478
12,06-01-2012,1690623.43,0,38.03,3.305,192.012821,9.831
12,13-01-2012,1586888.69,0,40.23,3.424,195.692719,9.273
12,20-01-2012,1628428.73,0,35.39,3.48,198.295193,6.988
12,27-01-2012,1654137.82,0,34.03,3.414,201.776805,8.448
12,03-02-2012,1603102.17,0,40.28,3.605,199.16366,6.781
12,10-02-2012,2301429.56,1,39.85,3.595,206.495422,7.768
12,17-02-2012,1723009.37,0,44.73,3.454,209.672359,6.739
12,24-02-2012,1482238.83,0,37.7,3.309,202.480369,6.946
12,02-03-2012,1730013.94,0,35.61,3.59,199.525623,7.891
12,09-03-2012,1839976.25,0,41.6,3.226,197.197201,6.99
12,16-03-2012,1879946.48,0,43.23,3.685,208.058832,8.501
12,23-03-2012,1828491.17,0,57.09,3.399,203.466071,7.841
12,30-03-2012,1916855.94,0,51.82,3.369,201.65671,8.29
12,06-04-2012,1918824.65,0,55.64,3.21,203.984399,8.253
12,13-04-2012,2035917.77,0,50.81,3.393,203.773262,8.964
12,20-04-2012,1839687.21,0,52.56,3.549,204.396388,6.363
12,27-04-2012,1748505.2,0,68.4,3.531,207.657681,7.317
12,04-05-2012,1875727.82,0,69.68,3.526,208.392407,8.414
12,11-05-2012,1847497.04,0,62.13,3.398,198.622389,9.551
12,18-05-2012,1937804.3,0,63.02,3.456,206.032401,9.046
12,25-05-2012,1694287.31,0,68.69,3.491,214.050277,7.379
12,01-06-2012,1867701.38,0,75.39,3.517,209.8805,7.221
12,08-06-2012,1859882.37,0,73.2,3.441,209.40653,8.181
12,15-06-2012,2103052.12,0,70.13,3.513,210.981252,7.581
12,22-06-2012,2148718.0,0,84.27,3.51,214.61951,7.358
12,29-06-2012,2068238.01,0,76.0,3.488,215.847391,6.722
12,06-07-2012,1997692.32,0,90.6,3.278,210.687828,7.262
12,13-07-2012,1791362.67,0,94.54,3.569,204.995324,8.533
12,20-07-2012,1871954.45,0,82.72,3.731,218.429675,6.879
12,27-07-2012,2009840.37,0,74.56,3.733,214.139468,9.014
12,03-08-2012,1813509.89,0,78.73,3.468,214.416101,6.51
12,10-08-2012,1977758.48,0,72.01,3.72,221.751692,8.629
12,17-08-2012,1857189.81,0,73.84,3.582,221.281185,7.315
12,24-08-2012,1892254.89,0,88.19,3.703,219.999201,5.365
12,31-08-2012,1769773.38,0,77.57,3.328,214.159951,6.92
12,07-09-2012,2494692.68,1,73.49,3.57,220.615661,7.619
12,14-09-2012,2012098.15,0,68.91,3.663,225.450533,5.707
12,21-09-2012,2068784.97,0,79.07,3.393,223.661105,6.561
12,28-09-2012,1813235.31,0,74.1,3.816,220.174132,6.652
12,05-10-2012,1896043.92,0,63.43,3.515,231.821162,6.441
12,12-10-2012,1959927.48,0,62.71,3.766,220.782341,5.339
12,19-10-2012,1855034.04,0,59.9,3.54,229.191115,6.99
12,26-10-2012,1771353.38,0,63.51,3.783,221.71896,8.254
13,05-02-2010,1597286.27,0,38.43,2.583,124.867363,9.57
13,12-02-2010,2069843.29,1,45.33,2.402,122.44863,10.21
13,19-02-2010,1562054.04,0,38.62,2.369,129.982728,12.114
13,26-02-2010,1573840.74,0,35.34,2.291,122.42295,9.898
13,05-03-2010,1796615.85,0,58.09,2.506,125.212831,9.544
13,12-03-2010,1595313.98,0,52.73,2.863,126.033829,8.703
13,19-03-2010,1805153.65,0,49.91,2.601,138.136674,8.508
13,26-03-2010,1560848.68,0,47.03,2.568,129.120364,12.314
13,02-04-2010,1671909.56,0,54.7,2.586,136.44884,9.107
13,09-04-2010,1689066.22,0,64.0,2.734,133.381847,12.23
13,16-04-2010,1906526.88,0,49.56,2.33,136.971579,11.156
13,23-04-2010,1682155.61,0,54.99,2.469,127.852248,10.906
13,30-04-2010,1666703.8,0,59.81,2.327,139.402964,10.336
13,07-05-2010,1568978.32,0,69.55,2.61,132.840134,6.824
13,14-05-2010,1639270.93,0,69.81,2.535,134.681735,11.203
13,21-05-2010,1699209.85,0,55.42,2.598,136.986481,8.86
13,28-05-2010,1782543.82,0,59.23,2.614,129.820017,9.369
13,04-06-2010,1915620.13,0,84.74,2.744,138.852421,11.162
13,11-06-2010,1658051.27,0,83.15,2.854,150.895888,11.074
13,18-06-2010,1718618.98,0,74.45,2.851,138.718773,9.219
13,25-06-2010,1710307.15,0,85.32,2.886,136.688535,11.231
13,02-07-2010,1893733.46,0,83.7,2.675,138.697571,8.175
13,09-07-2010,1863952.4,0,86.58,2.615,140.228244,9.506
13,16-07-2010,1774739.33,0,81.89,2.737,144.507589,9.216
13,23-07-2010,1719646.79,0,83.22,2.786,142.041481,7.742
13,30-07-2010,1919355.19,0,80.52,2.777,146.417805,9.482
13,06-08-2010,1768031.27,0,75.15,2.952,149.144959,8.11
13,13-08-2010,1603605.22,0,73.72,2.828,138.45748,9.103
13,20-08-2010,1760106.36,0,79.6,2.774,140.251406,10.007
13,27-08-2010,1651722.98,0,78.05,2.779,146.795111,9.416
13,03-09-2010,1638220.91,0,70.2,2.752,140.103595,8.908
13,10-09-2010,2249038.57,1,79.62,2.573,154.46642,9.206
13,17-09-2010,1758455.52,0,69.02,2.907,150.408092,8.515
13,24-09-2010,1597477.05,0,63.24,2.805,151.93928,9.959
13,01-10-2010,1704769.84,0,53.06,2.683,155.537967,8.802
13,08-10-2010,1731933.97,0,53.55,2.844,148.187102,10.312
13,15-10-2010,1796697.89,0,57.03,2.783,148.419244,7.825
13,22-10-2010,1630898.02,0,61.19,2.859,152.616865,8.922
13,29-10-2010,1813982.37,0,60.38,2.924,143.704551,5.28
13,05-11-2010,2224947.12,0,46.19,3.065,155.27271,9.348
13,12-11-2010,2328447.64,0,54.43,2.669,155.588264,7.613
13,19-11-2010,2383866.73,0,38.61,2.754,158.784741,9.475
13,26-11-2010,2814560.2,1,50.23,2.878,155.134277,7.972
13,03-12-2010,2244653.79,0,37.06,3.049,148.363487,9.718
13,10-12-2010,2223281.82,0,40.4,2.866,159.831232,8.064
13,17-12-2010,2139863.38,0,42.53,2.909,155.239773,8.741
13,24-12-2010,2123934.02,0,35.77,2.8,162.719091,8.613
13,31-12-2010,2512066.11,1,41.14,2.796,153.773107,8.199
13,07-01-2011,1628942.25,0,28.39,3.137,163.577218,7.825
13,14-01-2011,1703541.34,0,28.36,3.111,157.529775,7.721
13,21-01-2011,1566816.58,0,38.02,2.932,160.224927,8.468
13,28-01-2011,1499494.89,0,39.12,2.832,158.817579,9.522
13,04-02-2011,1759715.54,0,39.48,2.996,164.564376,7.707
13,11-02-2011,2260217.71,1,40.28,2.898,163.355982,7.66
13,18-02-2011,1427231.89,0,23.04,2.947,165.01296,8.286
13,25-02-2011,1556177.56,0,31.34,3.218,164.691343,8.604
13,04-03-2011,1605736.22,0,50.69,3.052,159.688367,8.685
13,11-03-2011,1694314.59,0,49.54,2.81,172.119877,9.72
13,18-03-2011,1692004.02,0,46.7,2.966,162.667898,8.34
13,25-03-2011,1701987.21,0,57.68,3.137,171.932015,9.132
13,01-04-2011,1616124.44,0,57.75,3.149,161.666719,9.378
13,08-04-2011,1967397.47,0,64.37,3.224,169.749036,9.688
13,15-04-2011,1657877.63,0,62.78,3.118,170.806199,10.015
13,22-04-2011,1676646.71,0,56.88,3.043,164.907889,8.905
13,29-04-2011,1556819.54,0,64.28,3.044,168.15078,7.823
13,06-05-2011,1708685.62,0,72.13,3.128,167.926856,7.79
13,13-05-2011,1800097.61,0,63.67,3.063,172.772619,8.927
13,20-05-2011,1821140.91,0,60.42,2.776,170.01591,10.396
13,27-05-2011,1940331.6,0,78.99,3.042,164.641872,6.23
13,03-06-2011,1792751.76,0,91.18,2.924,172.659339,9.093
13,10-06-2011,1698375.27,0,72.24,3.126,178.436304,8.923
13,17-06-2011,1743642.89,0,74.21,2.947,172.186405,7.237
13,24-06-2011,2026922.17,0,81.01,3.031,176.298622,8.553
13,01-07-2011,1774473.25,0,86.21,2.978,175.244919,9.741
13,08-07-2011,2022325.31,0,76.59,2.969,168.948457,8.002
13,15-07-2011,1796244.05,0,80.86,3.242,175.606691,7.58
13,22-07-2011,1727839.49,0,77.38,3.353,180.104107,9.068
13,29-07-2011,1693733.08,0,77.82,3.445,184.853168,7.927
13,05-08-2011,1660174.65,0,86.73,3.181,176.29163,8.216
13,12-08-2011,1698221.9,0,75.06,3.315,185.153376,9.181
13,19-08-2011,1824342.7,0,74.5,3.081,189.237344,8.43
13,26-08-2011,1590821.74,0,81.3,3.278,185.263564,7.363
13,02-09-2011,1933657.54,0,63.0,3.205,192.025422,8.871
13,09-09-2011,2278821.79,1,71.78,3.027,188.367315,7.439
13,16-09-2011,1670820.28,0,74.6,3.183,185.587699,8.033
13,23-09-2011,1886888.85,0,66.45,3.144,187.846417,7.229
13,30-09-2011,1638058.11,0,72.83,3.352,191.129249,8.288
13,07-10-2011,1675285.66,0,61.65,3.315,188.148464,9.409
13,14-10-2011,1640919.55,0,55.82,3.403,180.173362,7.614
13,21-10-2011,1670247.66,0,50.61,3.219,191.969232,8.289
13,28-10-2011,1826885.1,0,67.15,3.197,202.171293,7.766
13,04-11-2011,2321641.93,0,46.26,3.252,188.610299,7.863
13,11-11-2011,2072561.76,0,54.44,3.228,192.253426,7.18
13,18-11-2011,2277195.45,0,56.25,3.37,201.790479,8.819
13,25-11-2011,2824027.08,1,57.04,3.223,186.038958,5.57
13,02-12-2011,2104239.57,0,37.32,3.537,195.799235,8.312
13,09-12-2011,2238556.86,0,39.2,2.99,189.765169,7.128
13,16-12-2011,2414347.09,0,41.38,3.298,193.447841,9.279
13,23-12-2011,2281408.19,0,38.54,3.28,195.148564,8.389
13,30-12-2011,2522720.64,1,28.47,3.439,187.04463,8.672
13,06-01-2012,1707086.93,0,18.67,3.364,190.181363,8.226
13,13-01-2012,1449290.9,0,38.65,3.243,196.31847,7.643
13,20-01-2012,1546017.16,0,32.15,3.177,188.162819,8.878
13,27-01-2012,1425541.36,0,27.46,3.303,201.490294,7.391
13,03-02-2012,1480279.23,0,37.1,3.113,196.761268,7.852
13,10-02-2012,2017793.42,1,25.64,3.432,202.441074,7.211
13,17-02-2012,1441983.55,0,36.99,3.432,199.615592,5.299
13,24-02-2012,1658110.55,0,34.04,3.571,202.458622,6.519
13,02-03-2012,1881214.18,0,53.79,3.362,205.921811,9.734
13,09-03-2012,1647525.14,0,51.33,3.713,205.488924,6.959
13,16-03-2012,1779909.44,0,56.22,3.271,202.772593,7.449
13,23-03-2012,1691674.05,0,49.45,3.416,206.839129,8.812
13,30-03-2012,1626779.74,0,48.41,3.432,205.338752,7.635
13,06-04-2012,1657081.3,0,66.73,3.73,207.755428,8.227
13,13-04-2012,1770950.12,0,63.82,3.09,205.700968,7.036
13,20-04-2012,1772965.92,0,64.56,3.468,204.617119,6.184
13,27-04-2012,1747464.29,0,62.03,3.347,197.102182,9.841
13,04-05-2012,1793293.98,0,66.67,3.69,208.525579,8.877
13,11-05-2012,1886715.55,0,60.35,3.559,217.143911,6.526
13,18-05-2012,1659557.93,0,63.1,3.632,210.638712,5.568
